,publisher,has_gamepass_remediation,Unnamed: 2,momentum_mean,momentum_std,momentum_median,discovery_capture_mean,discovery_capture_std,discovery_capture_median,quality_retention_mean,quality_retention_std,quality_retention_median,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count,momentum_mean_baseline,discovery_capture_median_baseline,quality_retention_median_baseline,momentum_mean_diff_baseline,momentum_mean_diff_baseline_pct,discovery_capture_median_diff_baseline,discovery_capture_median_diff_baseline_pct,quality_retention_median_diff_baseline,quality_retention_median_diff_baseline_pct,momentum_lift,discovery_lift,quality_lift
76,"Capcom Co., LTD.",False,20.0,,20.0,0.04,,0.04,1.0,,1.0,5.0,,5.0,5.0,,5.0,4.0,,4.0,1.0,,1.0,5.0,,5.0,2844.0,,2844.0,0.0,1.0,,20.0,0.04,1.0,,,0.96,2400.0,4.0,400.0,0.0,-1.0,-5.0
77,"Capcom Entertainment, Inc.",False,40.0,22.361,50.0,0.4,0.224,0.5,-2.12,0.268,-2.0,0.8,0.447,1.0,1.56,0.313,1.7,3.68,0.045,3.7,2.4,1.342,3.0,5.0,2.236,6.0,499.8,212.874,595.0,0.0,5.0,,40.0,0.5,-2.0,-17.639,-44.097500000000004,-2.62,-524.0,2.8,-140.0,-22.361,2.12,-0.8
78,"Capcom U.S.A., Inc",False,54.444,18.014,62.5,0.356,0.143,0.42,-0.44,0.537,-0.2,3.72,0.716,3.4,3.76,0.537,4.0,4.2,0.0,4.2,4.4,1.342,5.0,8.2,0.447,8.0,1372.4,385.498,1200.0,0.0,5.0,,54.44,0.42,-0.2,-36.426,-66.91036002939016,-0.86,-204.76190476190476,3.9200000000000004,-1960.0000000000002,-18.014,0.44,-3.72
79,Capy,False,0.0,,0.0,0.0,,0.0,-2.5,,-2.5,0.0,,0.0,1.0,,1.0,3.5,,3.5,0.0,,0.0,1.0,,1.0,790.0,,790.0,0.0,1.0,,0.0,0.0,-2.5,,,-2.5,,2.5,-100.0,0.0,2.5,0.0
80,Cellar Door Games,False,66.67,,66.67,0.31,,0.31,1.1,,1.1,5.0,,5.0,5.0,,5.0,3.9,,3.9,2.0,,2.0,3.0,,3.0,651.0,,651.0,0.0,1.0,,66.67,0.31,1.1,,,0.79,254.83870967741936,3.9,354.5454545454545,0.0,-1.1,-5.0
81,Chainsawesome Games,False,100.0,0.0,100.0,0.02,0.0,0.02,1.6,0.0,1.6,5.0,0.0,5.0,5.0,0.0,5.0,3.4,0.0,3.4,1.0,0.0,1.0,1.0,0.0,1.0,4888.0,0.0,4888.0,0.0,4.0,,100.0,0.02,1.6,-100.0,-100.0,1.58,7900.0,3.4,212.5,0.0,-1.6,-5.0
82,Cherry Pop Games,False,0.0,,0.0,0.0,,0.0,-2.9,,-2.9,0.0,,0.0,0.0,,0.0,2.9,,2.9,0.0,,0.0,0.0,,0.0,5113.0,,5113.0,0.0,1.0,,0.0,0.0,-2.9,,,-2.9,,2.9,-100.0,0.0,2.9,0.0
83,Chorus Worldwide Games,False,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.431,0.9,0.0,0.0,0.0,4.2,1.789,5.0,3.94,0.358,4.1,0.0,0.0,0.0,4.2,1.789,5.0,4995.4,2454.308,6093.0,0.0,5.0,,0.0,0.0,0.9,0.0,,0.26,,-0.9,-100.0,0.0,-0.26,0.0
84,Chromatic Games,False,0.0,,0.0,0.0,,0.0,-0.4,,-0.4,0.0,,0.0,3.0,,3.0,3.4,,3.4,0.0,,0.0,2.0,,2.0,468.0,,468.0,0.0,1.0,,0.0,0.0,-0.4,,,-0.4,,0.4,-100.0,0.0,0.4,0.0
85,Chucklefish,False,16.666,37.266,0.0,0.058,0.13,0.0,-1.3,1.709,-0.2,0.84,1.878,0.0,2.36,2.156,3.8,3.66,0.527,4.0,1.0,2.236,0.0,1.6,2.51,1.0,833.6,611.35,976.0,0.0,5.0,,22.22,0.0,-0.1,15.046,67.7137713771377,-1.3,,0.94,-939.9999999999999,-37.266,2.3,3.16
86,Chucklefish,True,50.0,,50.0,0.1,,0.1,1.0,,1.0,4.0,,4.0,4.5,,4.5,3.5,,3.5,1.0,,1.0,2.0,,2.0,981.0,,981.0,1.0,1.0,,22.22,0.0,-0.1,,,1.0,,4.1,-4099.999999999999,-37.266,2.3,3.16
87,Clever Endeavour Games,True,20.69,,20.69,0.3,,0.3,0.0,,0.0,3.5,,3.5,4.2,,4.2,4.2,,4.2,6.0,,6.0,29.0,,29.0,2032.0,,2032.0,1.0,1.0,,20.69,0.3,0.0,,,-0.3,-100.0,3.5,,0.0,0.0,3.5
88,Clickteam LLC USA,False,34.745,11.649,39.91,0.54,0.249,0.535,0.3,0.163,0.3,4.75,0.238,4.75,4.825,0.096,4.85,4.525,0.096,4.55,21.25,14.728,23.5,56.0,32.28,56.5,3611.25,1969.811,3265.5,0.0,4.0,,34.75,0.54,0.3,-23.101,-66.47769784172661,-0.24000000000000005,-44.44444444444445,4.45,1483.3333333333335,-11.649,-0.3,-4.75
89,Coatsink,False,0.0,,0.0,0.0,,0.0,1.7,,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,1296.0,,1296.0,0.0,1.0,,0.0,0.0,1.7,,,1.7,,-1.7,-100.0,0.0,-1.7,0.0
90,Coatsink Software Ltd,False,0.0,,0.0,0.0,,0.0,-0.3,,-0.3,0.0,,0.0,2.3,,2.3,2.6,,2.6,0.0,,0.0,6.0,,6.0,2346.0,,2346.0,0.0,1.0,,0.0,0.0,-0.3,,,-0.3,,0.3,-100.0,0.0,0.3,0.0
91,Cococucumber,False,45.835,29.465,45.835,0.075,0.049,0.075,0.7,0.0,0.7,4.0,1.414,4.0,4.75,0.354,4.75,4.05,0.354,4.05,1.5,0.707,1.5,3.5,0.707,3.5,3039.0,2961.363,3039.0,0.0,2.0,,45.84,0.08,0.7,-16.375000000000004,-35.72207678883072,0.62,775.0,3.3,471.42857142857144,-29.465,-0.7,-4.0
92,Codemasters,False,22.793,27.088,33.33,0.066,0.113,0.06,-1.365,2.221,0.1,1.853,2.029,1.0,2.553,2.134,3.9,3.918,0.366,4.0,1.176,2.834,1.0,3.235,7.529,1.0,1765.471,1221.529,1738.0,0.0,17.0,,22.7,0.06,0.1,4.388000000000002,19.330396475770932,-1.425,-2375.0,1.753,1752.9999999999998,-27.088,1.665,1.3470000000000002
93,Codemasters,True,21.05,,21.05,0.06,,0.06,0.3,,0.3,3.2,,3.2,2.8,,2.8,2.5,,2.5,4.0,,4.0,19.0,,19.0,6827.0,,6827.0,1.0,1.0,,22.7,0.06,0.1,,,0.24,400.0,3.1,3100.0,-27.088,1.665,1.3470000000000002
94,Codemasters Software Company Limited,False,6.667,11.547,0.0,0.02,0.035,0.0,-0.933,2.658,0.5,1.667,2.887,0.0,3.333,2.887,5.0,4.267,0.252,4.3,0.333,0.577,0.0,3.0,2.646,4.0,999.0,672.056,764.0,0.0,3.0,,6.67,0.0,0.5,4.877000000000001,73.11844077961021,-0.933,,1.167,233.4,-11.547,0.933,-1.667
95,Coffee Stain Publishing,True,28.33,,28.33,0.12,,0.12,0.1,,0.1,4.9,,4.9,4.6,,4.6,4.5,,4.5,17.0,,17.0,60.0,,60.0,14165.0,,14165.0,1.0,1.0,,28.33,0.12,0.1,,,-0.01999999999999999,-16.66666666666666,4.800000000000001,4800.000000000001,0.0,0.1,4.9
96,Coffee Stain Publishing ,False,20.83,,20.83,0.15,,0.15,0.3,,0.3,4.4,,4.4,4.4,,4.4,4.1,,4.1,15.0,,15.0,72.0,,72.0,10065.0,,10065.0,0.0,1.0,,20.83,0.15,0.3,,,0.15,100.0,4.1000000000000005,1366.666666666667,0.0,-0.3,-4.4
97,Coffee Stain Publishing AB,True,29.81,7.34,29.81,0.47,0.198,0.47,0.1,0.141,0.1,4.5,0.283,4.5,4.55,0.212,4.55,4.45,0.071,4.45,11.5,6.364,11.5,42.5,31.82,42.5,2964.5,2567.505,2964.5,2.0,2.0,,29.81,0.47,0.1,-22.47,-75.37739013753773,-0.37,-78.72340425531915,4.4,4400.0,7.34,0.1,4.5
98,Cold Iron Studios ,True,30.56,0.0,30.56,0.13,0.0,0.13,0.5,0.0,0.5,3.4,0.0,3.4,3.7,0.0,3.7,3.2,0.0,3.2,11.0,0.0,11.0,36.0,0.0,36.0,8579.0,0.0,8579.0,4.0,4.0,,30.56,0.13,0.5,-30.56,-100.0,0.37,284.6153846153846,2.9,580.0,0.0,0.5,3.4
99,ConcernedApe,True,34.44,,34.44,0.25,,0.25,-0.2,,-0.2,4.4,,4.4,4.5,,4.5,4.7,,4.7,31.0,,31.0,90.0,,90.0,12429.0,,12429.0,1.0,1.0,,34.44,0.25,-0.2,,,-0.45,-180.0,4.6000000000000005,-2300.0,0.0,-0.2,4.4
100,Craftshop Arts Inc.,True,41.67,,41.67,0.27,,0.27,1.4,,1.4,3.4,,3.4,3.7,,3.7,2.3,,2.3,5.0,,5.0,12.0,,12.0,1833.0,,1833.0,1.0,1.0,,41.67,0.27,1.4,,,1.13,418.5185185185184,2.0,142.85714285714286,0.0,1.4,3.4
101,Crescent Moon Games,False,0.0,,0.0,0.0,,0.0,-1.3,,-1.3,0.0,,0.0,1.0,,1.0,2.3,,2.3,0.0,,0.0,1.0,,1.0,6092.0,,6092.0,0.0,1.0,,0.0,0.0,-1.3,,,-1.3,,1.3,-100.0,0.0,1.3,0.0
102,Crunching Koalas,False,0.0,,0.0,0.0,,0.0,1.8,,1.8,0.0,,0.0,5.0,,5.0,3.2,,3.2,0.0,,0.0,1.0,,1.0,174.0,,174.0,0.0,1.0,,0.0,0.0,1.8,,,1.8,,-1.8,-100.0,0.0,-1.8,0.0
103,Crystal Dynamics,False,30.145,7.276,30.145,0.31,0.396,0.31,0.15,0.212,0.15,4.55,0.354,4.55,4.5,0.283,4.5,4.35,0.495,4.35,8.5,3.536,8.5,30.5,19.092,30.5,16855.0,22403.971,16855.0,0.0,2.0,,19.46,0.06,0.1,-12.184000000000001,-62.61048304213772,0.09,150.0,4.45,4450.0,10.677,0.11800000000000002,-2.408
104,Crystal Dynamics,True,18.337,17.953,33.33,0.082,0.136,0.06,0.268,0.834,0.1,2.142,2.163,3.2,4.221,0.809,4.6,3.953,0.448,3.8,10.368,14.233,5.0,33.0,38.453,15.0,15072.526,23578.237,2121.0,19.0,19.0,,19.46,0.06,0.1,-1.5070000000000014,-7.744090441932176,0.20800000000000002,346.66666666666674,2.042,2041.9999999999998,10.677,0.11800000000000002,-2.408
105,Crytek,False,38.523,42.002,14.29,0.939,1.3,0.21,0.486,0.273,0.6,3.914,0.915,4.2,4.443,0.472,4.7,3.957,0.424,4.1,2.429,2.44,1.0,6.857,0.69,7.0,522.429,354.351,468.0,0.0,7.0,,38.52,0.21,0.6,3.4819999999999993,9.039460020768429,0.276,131.42857142857144,3.314,552.3333333333334,-42.002,-0.486,-3.914
106,Curve Digital,False,26.316,35.275,0.0,0.061,0.087,0.0,-0.789,2.005,-0.2,1.632,2.114,0.0,2.911,2.122,4.0,3.7,0.468,3.7,0.474,0.612,0.0,1.263,0.991,1.0,909.632,445.358,998.0,0.0,19.0,,26.32,0.0,-0.2,8.954999999999998,34.023556231003035,-0.789,,1.8319999999999999,-915.9999999999999,-35.275,0.789,-1.632
107,Curve Games,False,23.333,40.825,0.0,0.037,0.06,0.0,-0.9,2.443,0.2,1.417,2.245,0.0,2.55,2.109,3.15,3.45,0.543,3.45,0.5,0.837,0.0,1.833,1.941,1.5,1934.0,1032.8,2291.0,0.0,6.0,,24.67,0.04,0.1,16.155,65.4843940008107,-0.9400000000000001,-2350.0,1.317,1316.9999999999998,-27.482000000000003,0.85,2.883
108,Curve Games,True,28.665,13.343,28.665,0.105,0.049,0.105,-0.05,0.495,-0.05,4.3,0.99,4.3,4.1,0.707,4.1,4.15,0.212,4.15,6.5,2.121,6.5,23.5,3.536,23.5,7341.0,5316.029,7341.0,2.0,2.0,,24.67,0.04,0.1,-11.327000000000002,-45.91406566680179,-0.09,-225.0,4.2,4200.0,-27.482000000000003,0.85,2.883
109,"Cyan Worlds, Inc.",False,0.0,,0.0,0.0,,0.0,1.4,,1.4,0.0,,0.0,5.0,,5.0,3.6,,3.6,0.0,,0.0,3.0,,3.0,1717.0,,1717.0,0.0,1.0,,0.0,0.0,1.4,,,1.4,,-1.4,-100.0,0.0,-1.4,0.0
110,CyberConnect2,False,100.0,,100.0,0.09,,0.09,0.9,,0.9,5.0,,5.0,5.0,,5.0,4.1,,4.1,1.0,,1.0,1.0,,1.0,1115.0,,1115.0,0.0,1.0,,100.0,0.09,0.9,,,0.81,900.0000000000002,4.1,455.55555555555554,0.0,-0.9,-5.0
111,D3 Publisher,False,0.0,,0.0,0.0,,0.0,0.8,,0.8,0.0,,0.0,5.0,,5.0,4.2,,4.2,0.0,,0.0,6.0,,6.0,505.0,,505.0,0.0,1.0,,0.0,0.0,0.8,,,0.8,,-0.8,-100.0,0.0,-0.8,0.0
112,"D3Publisher of America, Inc.",False,44.44,,44.44,0.47,,0.47,0.3,,0.3,5.0,,5.0,4.7,,4.7,4.4,,4.4,4.0,,4.0,9.0,,9.0,859.0,,859.0,0.0,1.0,,44.44,0.47,0.3,,,-0.16999999999999998,-36.170212765957444,4.7,1566.6666666666667,0.0,-0.3,-5.0
113,"D3Publisher, Inc.",False,0.0,,0.0,0.0,,0.0,1.2,,1.2,0.0,,0.0,5.0,,5.0,3.8,,3.8,0.0,,0.0,1.0,,1.0,472.0,,472.0,0.0,1.0,,0.0,0.0,1.2,,,1.2,,-1.2,-100.0,0.0,-1.2,0.0
114,DAEDALIC Entertainment GmbH,False,100.0,,100.0,0.24,,0.24,-0.1,,-0.1,4.5,,4.5,4.5,,4.5,4.6,,4.6,2.0,,2.0,2.0,,2.0,849.0,,849.0,0.0,1.0,,100.0,0.24,-0.1,,,-0.33999999999999997,-141.66666666666666,4.6,-4599.999999999999,0.0,0.1,-4.5
115,DANGEN Entertainment,False,50.0,,50.0,0.09,,0.09,0.3,,0.3,4.0,,4.0,4.5,,4.5,4.2,,4.2,1.0,,1.0,2.0,,2.0,1059.0,,1059.0,0.0,1.0,,50.0,0.09,0.3,,,0.21,233.33333333333334,3.7,1233.3333333333335,0.0,-0.3,-4.0
116,DECK13 Spotlight,False,0.0,,0.0,0.0,,0.0,0.7,,0.7,0.0,,0.0,5.0,,5.0,4.3,,4.3,0.0,,0.0,1.0,,1.0,1195.0,,1195.0,0.0,1.0,,0.0,0.0,0.7,,,0.7,,-0.7,-100.0,0.0,-0.7,0.0
117,DON'T NOD,True,13.41,,13.41,7.86,,7.86,-0.5,,-0.5,4.2,,4.2,3.5,,3.5,4.0,,4.0,151.0,,151.0,1126.0,,1126.0,1922.0,,1922.0,1.0,1.0,,13.41,7.86,-0.5,,,-8.36,-106.36132315521627,4.7,-940.0,0.0,-0.5,4.2
118,Daedalic Entertainment,False,0.0,,0.0,0.0,,0.0,-3.3,,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,345.0,,345.0,0.0,1.0,,0.0,0.0,-3.3,,,-3.3,,3.3,-100.0,0.0,3.3,0.0
119,Daedalic Entertainment GmbH,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,1.131,-3.3,0.0,0.0,0.0,1.0,1.414,1.0,4.3,0.283,4.3,0.0,0.0,0.0,0.5,0.707,0.5,317.5,125.158,317.5,0.0,2.0,,0.0,0.0,-3.3,0.0,,-3.3,,3.3,-100.0,0.0,3.3,0.0
120,Dan Fornace,False,50.0,,50.0,0.08,,0.08,1.2,,1.2,5.0,,5.0,5.0,,5.0,3.8,,3.8,2.0,,2.0,4.0,,4.0,2431.0,,2431.0,0.0,1.0,,50.0,0.08,1.2,,,1.1199999999999999,1399.9999999999998,3.8,316.66666666666663,0.0,-1.2,-5.0
121,Daniel Mullins Games,False,0.0,,0.0,0.0,,0.0,-4.5,,-4.5,0.0,,0.0,0.0,,0.0,4.5,,4.5,0.0,,0.0,0.0,,0.0,41.0,,41.0,0.0,1.0,,0.0,0.0,-4.5,,,-4.5,,4.5,-100.0,0.0,4.5,0.0
122,Dear Villagers,False,17.61,32.049,0.0,0.116,0.212,0.0,-2.178,1.976,-3.1,1.356,1.972,0.0,1.467,1.797,0.0,3.644,0.702,4.0,4.222,10.497,0.0,7.667,11.864,0.0,1619.333,1413.565,894.0,0.0,9.0,,17.61,0.0,-3.1,14.439,81.9931856899489,-2.178,,4.456,-143.74193548387098,-32.049,2.178,-1.356
123,Deck13 Spotlight,False,0.0,,0.0,0.0,,0.0,0.7,,0.7,0.0,,0.0,5.0,,5.0,4.3,,4.3,0.0,,0.0,2.0,,2.0,3890.0,,3890.0,0.0,1.0,,0.0,0.0,0.7,,,0.7,,-0.7,-100.0,0.0,-0.7,0.0
124,Deco Digital & Bevel Studios,False,100.0,,100.0,0.03,,0.03,1.0,,1.0,4.5,,4.5,4.5,,4.5,3.5,,3.5,2.0,,2.0,2.0,,2.0,6919.0,,6919.0,0.0,1.0,,100.0,0.03,1.0,,,0.97,3233.3333333333335,3.5,350.0,0.0,-1.0,-4.5
125,"Decoy Games, LLC",False,0.0,,0.0,0.0,,0.0,-2.4,,-2.4,0.0,,0.0,0.0,,0.0,2.4,,2.4,0.0,,0.0,0.0,,0.0,338.0,,338.0,0.0,1.0,,0.0,0.0,-2.4,,,-2.4,,2.4,-100.0,0.0,2.4,0.0
126,Deep Silver,False,36.068,35.496,20.37,0.166,0.271,0.12,0.175,1.219,0.1,2.275,1.831,3.0,3.906,1.197,4.25,3.731,0.648,3.9,5.188,8.833,2.0,22.75,47.404,3.0,2801.938,3581.491,819.0,0.0,16.0,,35.32,0.12,0.0,0.17600000000000193,0.4983012457531199,0.05499999999999999,45.83333333333333,2.275,,-35.496,-0.175,1.9250000000000003
127,Deep Silver,True,23.3,,23.3,0.19,,0.19,0.0,,0.0,4.2,,4.2,4.1,,4.1,4.1,,4.1,24.0,,24.0,103.0,,103.0,12900.0,,12900.0,1.0,1.0,,35.32,0.12,0.0,,,-0.12,-100.0,4.2,,-35.496,-0.175,1.9250000000000003
128,"Deep Silver, InXile Entertainment",True,33.33,,33.33,0.03,,0.03,0.4,,0.4,3.0,,3.0,4.3,,4.3,3.9,,3.9,1.0,,1.0,3.0,,3.0,3190.0,,3190.0,1.0,1.0,,33.33,0.03,0.4,,,0.37,1233.3333333333335,2.6,650.0,0.0,0.4,3.0
129,"Deep Silver, Koch Media",False,42.86,,42.86,0.28,,0.28,0.5,,0.5,4.3,,4.3,4.3,,4.3,3.8,,3.8,6.0,,6.0,14.0,,14.0,2119.0,,2119.0,0.0,1.0,,42.86,0.28,0.5,,,0.21999999999999997,78.57142857142856,3.8,760.0,0.0,-0.5,-4.3
130,Defiant Development,False,0.0,,0.0,0.0,,0.0,-3.7,,-3.7,0.0,,0.0,0.0,,0.0,3.7,,3.7,0.0,,0.0,0.0,,0.0,3282.0,,3282.0,0.0,1.0,,0.0,0.0,-3.7,,,-3.7,,3.7,-100.0,0.0,3.7,0.0
131,Devolver Digital,False,10.941,27.498,0.0,0.014,0.027,0.0,-1.635,2.378,-1.4,1.016,1.93,0.0,2.384,2.325,3.0,4.019,0.431,4.1,0.387,0.803,0.0,2.645,5.97,1.0,1732.387,1381.767,1322.0,0.0,31.0,,13.64,0.0,-0.45,13.858,101.5982404692082,-1.635,,1.466,-325.77777777777777,-5.898,1.468,3.184
132,Devolver Digital,True,41.51,21.6,36.36,0.217,0.102,0.26,-0.167,0.404,-0.1,4.2,0.436,4.0,4.3,0.529,4.5,4.467,0.153,4.5,11.0,6.083,14.0,31.667,26.102,23.0,4833.333,950.253,4808.0,3.0,3.0,,13.64,0.0,-0.45,7.960000000000001,58.35777126099707,-0.167,,4.65,-1033.3333333333335,-5.898,1.468,3.184
133,Digerati,False,25.0,50.0,0.0,0.058,0.115,0.0,0.65,0.87,0.7,1.0,2.0,0.0,3.775,1.115,3.9,3.125,0.797,3.05,0.25,0.5,0.0,2.5,1.915,2.0,435.25,90.82,430.5,0.0,4.0,,25.0,0.0,0.7,25.0,100.0,0.65,,0.30000000000000004,42.85714285714287,-50.0,-0.65,-1.0
134,Digerati Distribution,False,0.0,,0.0,0.0,,0.0,-4.0,,-4.0,0.0,,0.0,0.0,,0.0,4.0,,4.0,0.0,,0.0,0.0,,0.0,389.0,,389.0,0.0,1.0,,0.0,0.0,-4.0,,,-4.0,,4.0,-100.0,0.0,4.0,0.0
135,Disney,False,0.0,,0.0,0.0,,0.0,-1.8,,-1.8,0.0,,0.0,2.0,,2.0,3.8,,3.8,0.0,,0.0,1.0,,1.0,317.0,,317.0,0.0,1.0,,0.0,0.0,-1.8,,,-1.8,,1.8,-100.0,0.0,1.8,0.0
136,Disney Interactive,False,33.33,,33.33,0.44,,0.44,0.4,,0.4,5.0,,5.0,4.8,,4.8,4.4,,4.4,3.0,,3.0,9.0,,9.0,677.0,,677.0,0.0,1.0,,33.33,0.44,0.4,,,-0.03999999999999998,-9.090909090909086,4.6,1149.9999999999998,0.0,-0.4,-5.0
137,Disney Interactive Studios,False,30.412,21.475,33.33,0.17,0.135,0.17,0.258,1.032,0.5,3.823,1.952,4.8,4.527,0.968,4.7,4.269,0.285,4.2,2.692,1.784,3.0,8.077,4.849,9.5,1806.269,1405.203,1753.0,0.0,26.0,,30.41,0.17,0.5,-8.934999999999999,-29.381782308451164,0.088,51.764705882352935,3.323,664.6,-21.475,-0.258,-3.823
138,Distractionware Limited,False,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.0,,1.0,1432.0,,1432.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,-1.0,-100.0,0.0,-1.0,0.0
139,Doborog Games,True,43.24,,43.24,0.8,,0.8,0.3,,0.3,4.3,,4.3,4.4,,4.4,4.1,,4.1,32.0,,32.0,74.0,,74.0,4010.0,,4010.0,1.0,1.0,,43.24,0.8,0.3,,,-0.5,-62.5,4.0,1333.3333333333335,0.0,0.3,4.3
140,Dotemu,False,16.665,23.568,16.665,0.02,0.028,0.02,1.05,0.636,1.05,1.85,2.616,1.85,4.8,0.283,4.8,3.75,0.354,3.75,1.5,2.121,1.5,5.0,5.657,5.0,4437.5,5026.822,4437.5,0.0,2.0,,10.97,0.03,0.35,12.598,114.8404740200547,1.02,3400.0,1.5,428.57142857142856,-22.96,-1.0,2.65
141,Dotemu,True,5.28,0.608,5.28,2.435,3.415,2.435,0.05,0.071,0.05,4.5,0.707,4.5,4.3,0.566,4.3,4.25,0.495,4.25,36.0,48.083,36.0,739.0,995.606,739.0,5405.5,5603.821,5405.5,2.0,2.0,,10.97,0.03,0.35,-10.362,-94.45761166818596,0.020000000000000004,66.66666666666669,4.15,1185.714285714286,-22.96,-1.0,2.65
142,Double Dagger Studio,True,35.9,,35.9,0.34,,0.34,0.1,,0.1,4.9,,4.9,4.7,,4.7,4.6,,4.6,28.0,,28.0,78.0,,78.0,8354.0,,8354.0,1.0,1.0,,35.9,0.34,0.1,,,-0.24000000000000002,-70.58823529411765,4.800000000000001,4800.000000000001,0.0,0.1,4.9
143,Double Damage Games Inc.,False,66.67,,66.67,0.13,,0.13,-0.3,,-0.3,3.5,,3.5,4.0,,4.0,4.3,,4.3,2.0,,2.0,3.0,,3.0,1552.0,,1552.0,0.0,1.0,,66.67,0.13,-0.3,,,-0.43,-330.7692307692308,3.8,-1266.6666666666665,0.0,0.3,-3.5
144,Double Eleven Limited,False,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,4.2,0.0,4.2,3.9,0.0,3.9,0.0,0.0,0.0,5.0,0.0,5.0,4639.0,0.0,4639.0,0.0,4.0,,6.25,0.0,0.5,-6.25,-100.0,0.3,,-0.5,-100.0,0.0,0.39999999999999997,5.0
145,Double Eleven Limited,True,12.5,0.0,12.5,0.01,0.0,0.01,0.7,0.0,0.7,5.0,0.0,5.0,4.8,0.0,4.8,4.1,0.0,4.1,2.0,0.0,2.0,16.0,0.0,16.0,23463.0,0.0,23463.0,4.0,4.0,,6.25,0.0,0.5,-6.25,-100.0,0.7,,4.5,900.0,0.0,0.39999999999999997,5.0
146,Double Fine Productions,True,33.523,14.725,40.0,0.373,0.253,0.28,0.367,0.462,0.1,4.667,0.153,4.7,4.6,0.2,4.6,4.233,0.643,4.5,7.667,8.963,3.0,21.333,18.23,18.0,1707.333,1012.202,1684.0,3.0,3.0,,33.52,0.28,0.1,-18.795,-56.07100238663485,0.08699999999999997,31.071428571428555,4.567,4567.0,14.725,0.367,4.667
147,"Double Fine Productions, Inc.",False,0.0,,0.0,0.0,,0.0,-3.9,,-3.9,0.0,,0.0,0.0,,0.0,3.9,,3.9,0.0,,0.0,0.0,,0.0,302.0,,302.0,0.0,1.0,,20.0,0.02,1.0,,,-3.92,-19600.0,-1.0,-100.0,0.0,4.9,5.0
148,"Double Fine Productions, Inc.",True,25.0,0.0,25.0,0.02,0.0,0.02,1.0,0.0,1.0,5.0,0.0,5.0,4.2,0.0,4.2,3.2,0.0,3.2,1.0,0.0,1.0,4.0,0.0,4.0,4778.0,0.0,4778.0,4.0,4.0,,20.0,0.02,1.0,-20.0,-100.0,0.98,4900.0,4.0,400.0,0.0,4.9,5.0
149,Dovetail Games,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.567,1.693,-3.25,0.0,0.0,0.0,1.0,1.673,0.0,3.567,0.383,3.65,0.0,0.0,0.0,0.333,0.516,0.0,342.833,365.7,265.5,0.0,6.0,,0.0,0.0,-3.25,0.0,,-2.567,,3.25,-100.0,0.0,2.567,0.0
150,DreadXP,True,23.81,,23.81,0.64,,0.64,0.2,,0.2,4.3,,4.3,4.4,,4.4,4.2,,4.2,10.0,,10.0,42.0,,42.0,1574.0,,1574.0,1.0,1.0,,23.81,0.64,0.2,,,-0.44,-68.75,4.1,2049.9999999999995,0.0,0.2,4.3
151,DrinkBox Studios,False,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,5.0,0.0,5.0,3.9,0.0,3.9,0.0,0.0,0.0,4.0,0.0,4.0,11751.0,0.0,11751.0,0.0,4.0,,0.0,0.0,1.1,0.0,,1.1,,-1.1,-100.0,0.0,-1.1,0.0
152,Drinkbox Studios,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.05,3.748,-2.05,0.0,0.0,0.0,2.5,3.536,2.5,4.55,0.212,4.55,0.0,0.0,0.0,1.0,1.414,1.0,612.5,811.051,612.5,0.0,2.0,,0.0,0.0,-2.05,0.0,,-2.05,,2.05,-100.0,0.0,2.05,0.0
153,Drool LLC,False,0.0,,0.0,0.0,,0.0,-4.4,,-4.4,0.0,,0.0,0.0,,0.0,4.4,,4.4,0.0,,0.0,0.0,,0.0,247.0,,247.0,0.0,1.0,,0.0,0.0,-4.4,,,-4.4,,4.4,-100.0,0.0,4.4,0.0
154,"E-Home Entertainment Development Co., Ltd",False,0.0,,0.0,0.0,,0.0,1.6,,1.6,0.0,,0.0,5.0,,5.0,3.4,,3.4,0.0,,0.0,4.0,,4.0,2441.0,,2441.0,0.0,1.0,,0.0,0.0,1.6,,,1.6,,-1.6,-100.0,0.0,-1.6,0.0
