,publisher,has_gamepass_remediation,Unnamed: 2,momentum_mean,momentum_std,momentum_median,discovery_capture_mean,discovery_capture_std,discovery_capture_median,quality_retention_mean,quality_retention_std,quality_retention_median,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count,momentum_mean_baseline,discovery_capture_median_baseline,quality_retention_median_baseline,momentum_mean_diff_baseline,momentum_mean_diff_baseline_pct,discovery_capture_median_diff_baseline,discovery_capture_median_diff_baseline_pct,quality_retention_median_diff_baseline,quality_retention_median_diff_baseline_pct,momentum_lift,discovery_lift,quality_lift
238,KEMCO,True,0.0,,0.0,0.0,,0.0,-0.3,,-0.3,0.0,,0.0,4.0,,4.0,4.3,,4.3,0.0,,0.0,1.0,,1.0,10420.0,,10420.0,1.0,1.0,,0.0,0.0,-0.3,,,-0.3,,0.3,-100.0,0.0,-0.3,0.0
239,KOEI TECMO AMERICA,False,26.923,25.221,30.77,0.033,0.042,0.02,0.067,0.833,-0.2,0.833,0.764,1.0,3.4,1.442,3.0,3.333,0.611,3.2,1.667,2.082,1.0,5.333,6.658,2.0,8013.0,12305.317,1236.0,0.0,3.0,,26.92,0.02,-0.2,-1.6990000000000016,-6.31129271916791,0.047,235.0,1.033,-516.4999999999999,-25.221,-0.067,-0.833
240,KOEI TECMO AMERICA Corporation,False,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,3368.0,,3368.0,0.0,1.0,,0.0,0.0,-3.8,,,-3.8,,3.8,-100.0,0.0,3.8,0.0
241,"KRAFTON, Inc.",False,11.155,15.776,11.155,0.045,0.064,0.045,-2.0,2.687,-2.0,1.6,2.263,1.6,1.5,2.121,1.5,3.5,0.566,3.5,29.0,41.012,29.0,130.0,183.848,130.0,31749.5,42107.502,31749.5,0.0,2.0,,15.77,0.04,-0.2,0.006000000000000227,0.03804692454026777,-2.04,-5100.0,1.8,-900.0,-15.776,1.8,3.3000000000000003
242,"KRAFTON, Inc.",True,25.0,,25.0,0.04,,0.04,-0.2,,-0.2,4.9,,4.9,4.4,,4.4,4.6,,4.6,9.0,,9.0,36.0,,36.0,23008.0,,23008.0,1.0,1.0,,15.77,0.04,-0.2,,,-0.24000000000000002,-600.0,5.1000000000000005,-2550.0,-15.776,1.8,3.3000000000000003
243,Kairosoft,False,100.0,,100.0,3.85,,3.85,0.2,,0.2,5.0,,5.0,5.0,,5.0,4.8,,4.8,1.0,,1.0,1.0,,1.0,26.0,,26.0,0.0,1.0,,100.0,3.85,0.2,,,-3.65,-94.8051948051948,4.8,2399.9999999999995,0.0,-0.2,-5.0
244,Kalypso Media,False,22.727,41.01,0.0,0.05,0.105,0.0,-1.518,2.153,-2.8,1.364,2.335,0.0,2.209,2.546,0.0,3.727,0.582,3.8,0.273,0.467,0.0,0.727,1.009,0.0,1359.636,2090.95,504.0,0.0,11.0,,20.83,0.0,-2.9,20.18,96.87950072011523,-1.518,,4.264,-147.0344827586207,-41.01,-3.482,-1.364
245,Kalypso Media,True,0.0,,0.0,0.0,,0.0,-5.0,,-5.0,0.0,,0.0,0.0,,0.0,5.0,,5.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,1.0,,20.83,0.0,-2.9,,,-5.0,,2.9,-100.0,-41.01,-3.482,-1.364
246,Kalypso Media ,False,0.0,,0.0,0.0,,0.0,-2.0,,-2.0,0.0,,0.0,0.0,,0.0,2.0,,2.0,0.0,,0.0,0.0,,0.0,1842.0,,1842.0,0.0,1.0,,0.0,0.0,-2.0,,,-2.0,,2.0,-100.0,0.0,2.0,0.0
247,Kalypso Media Group,False,20.0,28.284,20.0,0.09,0.127,0.09,-1.85,3.606,-1.85,1.75,2.475,1.75,2.1,2.97,2.1,3.95,0.636,3.95,1.0,1.414,1.0,2.5,3.536,2.5,1758.0,893.783,1758.0,0.0,2.0,,20.0,0.09,-1.85,8.283999999999999,41.419999999999995,-1.9400000000000002,-2155.5555555555557,3.6,-194.59459459459458,-28.284,1.85,-1.75
248,Kalypso Media Group GmbH,False,0.0,,0.0,0.0,,0.0,-3.0,,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,968.0,,968.0,0.0,1.0,,0.0,0.0,-3.0,,,-3.0,,3.0,-100.0,0.0,3.0,0.0
249,Keen Software House,False,4.84,6.845,4.84,0.04,0.057,0.04,-1.85,3.606,-1.85,2.15,3.041,2.15,2.1,2.97,2.1,3.95,0.636,3.95,1.5,2.121,1.5,15.5,21.92,15.5,1981.0,2733.675,1981.0,0.0,2.0,,4.84,0.04,-1.85,2.005,41.425619834710744,-1.8900000000000001,-4725.0,4.0,-216.2162162162162,-6.845,1.85,-2.15
250,Kepler Interactive,True,19.235,1.082,19.235,1.065,1.435,1.065,-0.2,0.283,-0.2,3.4,0.141,3.4,3.05,0.919,3.05,3.25,0.636,3.25,16.5,17.678,16.5,88.5,96.874,88.5,4348.0,4176.173,4348.0,2.0,2.0,,19.24,1.06,-0.2,-18.157999999999998,-94.37629937629937,-1.26,-118.86792452830188,3.6,-1800.0,1.082,-0.2,3.4
251,Kitfox Games,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,2.899,-0.95,0.0,0.0,0.0,2.5,3.536,2.5,3.45,0.636,3.45,0.0,0.0,0.0,0.5,0.707,0.5,1928.5,1240.972,1928.5,0.0,2.0,,0.0,0.0,-0.95,0.0,,-0.95,,0.95,-100.0,0.0,0.95,0.0
252,Klabater S.A.,False,0.0,,0.0,0.0,,0.0,-3.0,,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,57.0,,57.0,0.0,1.0,,0.0,0.0,-3.0,,,-3.0,,3.0,-100.0,0.0,3.0,0.0
253,Klei Entertainment,False,80.0,,80.0,0.09,,0.09,-0.5,,-0.5,3.5,,3.5,3.8,,3.8,4.3,,4.3,4.0,,4.0,5.0,,5.0,4368.0,,4368.0,0.0,1.0,,80.0,0.09,-0.5,,,-0.59,-655.5555555555555,4.0,-800.0,0.0,0.5,-3.5
254,Koch Media,False,19.35,0.0,19.35,0.17,0.0,0.17,0.2,0.0,0.2,5.0,0.0,5.0,4.8,0.0,4.8,4.6,0.0,4.6,6.0,0.0,6.0,31.0,0.0,31.0,3625.0,0.0,3625.0,0.0,4.0,,19.35,0.17,0.2,-19.35,-100.0,0.03,17.64705882352941,4.8,2399.9999999999995,0.0,-0.2,-5.0
255,Konami,False,32.54,17.868,33.33,0.21,0.104,0.16,0.367,0.252,0.4,5.0,0.0,5.0,4.867,0.153,4.9,4.5,0.265,4.4,4.333,4.933,2.0,11.0,7.81,7.0,1665.333,1176.327,1280.0,0.0,3.0,,32.54,0.16,0.4,-14.672,-45.089121081745546,0.207,129.375,4.6,1149.9999999999998,-17.868,-0.367,-5.0
256,Konami Digital Entertainment,False,16.917,29.041,0.0,0.106,0.236,0.0,0.542,1.144,0.4,1.537,2.331,0.0,4.132,1.094,4.0,3.589,0.555,3.6,1.316,3.698,0.0,4.474,9.228,2.0,7253.0,6038.507,5056.0,0.0,19.0,,16.92,0.0,0.4,12.120999999999999,71.63711583924348,0.542,,1.137,284.25,-29.041,-0.542,-1.537
257,"Konami Digital Entertainment, Inc.",False,71.43,,71.43,1.22,,1.22,0.3,,0.3,4.6,,4.6,4.4,,4.4,4.1,,4.1,5.0,,5.0,7.0,,7.0,411.0,,411.0,0.0,1.0,,71.43,1.22,0.3,,,-0.9199999999999999,-75.40983606557377,4.3,1433.3333333333335,0.0,-0.3,-4.6
258,Landfall,True,19.67,,19.67,0.08,,0.08,0.1,,0.1,4.4,,4.4,4.5,,4.5,4.4,,4.4,24.0,,24.0,122.0,,122.0,28957.0,,28957.0,1.0,1.0,,19.67,0.08,0.1,,,0.020000000000000004,25.000000000000007,4.300000000000001,4300.000000000001,0.0,0.1,4.4
259,League of Geeks,False,0.0,,0.0,0.0,,0.0,1.4,,1.4,0.0,,0.0,5.0,,5.0,3.6,,3.6,0.0,,0.0,1.0,,1.0,763.0,,763.0,0.0,1.0,,0.0,0.0,1.4,,,1.4,,-1.4,-100.0,0.0,-1.4,0.0
260,Lienzo,False,0.0,,0.0,0.0,,0.0,0.6,,0.6,0.0,,0.0,4.0,,4.0,3.4,,3.4,0.0,,0.0,2.0,,2.0,548.0,,548.0,0.0,1.0,,0.0,0.0,0.6,,,0.6,,-0.6,-100.0,0.0,-0.6,0.0
261,Lince Works,False,66.67,0.0,66.67,0.06,0.052,0.03,0.067,0.058,0.1,3.333,0.577,3.0,3.9,0.346,3.7,3.833,0.404,3.6,2.0,0.0,2.0,3.0,0.0,3.0,4426.0,2414.479,5820.0,0.0,3.0,,66.67,0.03,0.1,-66.67,-100.0,0.037000000000000005,123.33333333333336,3.233,3233.0,0.0,-0.067,-3.333
262,LucasArts,False,45.737,28.723,50.0,0.423,0.488,0.405,-0.44,1.442,0.0,3.57,1.968,4.75,4.06,1.549,4.8,4.5,0.362,4.7,5.4,4.719,6.0,10.8,9.578,12.0,1707.5,1744.182,1744.5,0.0,10.0,,45.74,0.4,0.0,-17.017000000000003,-37.203760384783564,-0.8400000000000001,-210.0,3.57,,-28.723,0.44,-3.57
263,LucasFilm,False,0.0,,0.0,0.0,,0.0,-3.1,,-3.1,0.0,,0.0,1.3,,1.3,4.4,,4.4,0.0,,0.0,3.0,,3.0,569.0,,569.0,0.0,1.0,,0.0,0.0,-3.1,,,-3.1,,3.1,-100.0,0.0,3.1,0.0
264,Lucasarts,False,36.36,,36.36,0.26,,0.26,-0.2,,-0.2,4.5,,4.5,4.5,,4.5,4.7,,4.7,12.0,,12.0,33.0,,33.0,4602.0,,4602.0,0.0,1.0,,36.36,0.26,-0.2,,,-0.46,-176.9230769230769,4.7,-2350.0,0.0,0.2,-4.5
265,M2H,False,0.0,,0.0,0.0,,0.0,2.3,,2.3,0.0,,0.0,5.0,,5.0,2.7,,2.7,0.0,,0.0,1.0,,1.0,982.0,,982.0,0.0,1.0,,0.0,0.0,2.3,,,2.3,,-2.3,-100.0,0.0,-2.3,0.0
266,MLB,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,2.404,-1.7,0.0,0.0,0.0,1.5,2.121,1.5,3.2,0.283,3.2,0.0,0.0,0.0,0.5,0.707,0.5,1590.0,2076.066,1590.0,0.0,2.0,,0.0,0.0,-1.7,0.0,,-1.7,,1.7,-100.0,0.0,1.7,0.0
267,MWM Interactive,False,0.0,,0.0,0.0,,0.0,-3.7,,-3.7,0.0,,0.0,0.0,,0.0,3.7,,3.7,0.0,,0.0,0.0,,0.0,719.0,,719.0,0.0,1.0,,0.0,0.0,-3.7,,,-3.7,,3.7,-100.0,0.0,3.7,0.0
268,"Mad Dog Games, LLC",False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,986.0,,986.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
269,Mad Fellows,False,0.0,,0.0,0.0,,0.0,1.2,,1.2,0.0,,0.0,5.0,,5.0,3.8,,3.8,0.0,,0.0,2.0,,2.0,986.0,,986.0,0.0,1.0,,0.0,0.0,1.2,,,1.2,,-1.2,-100.0,0.0,-1.2,0.0
270,Magic Cube,False,0.0,,0.0,0.0,,0.0,-3.2,,-3.2,0.0,,0.0,0.0,,0.0,3.2,,3.2,0.0,,0.0,0.0,,0.0,1044.0,,1044.0,0.0,1.0,,0.0,0.0,-3.2,,,-3.2,,3.2,-100.0,0.0,3.2,0.0
271,Magic Design Studios,False,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.0,,1.0,565.0,,565.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,-1.0,-100.0,0.0,-1.0,0.0
272,Mainframe Industries,True,18.18,,18.18,1.67,,1.67,0.4,,0.4,3.6,,3.6,2.4,,2.4,2.0,,2.0,8.0,,8.0,44.0,,44.0,479.0,,479.0,1.0,1.0,,18.18,1.67,0.4,,,-1.27,-76.04790419161677,3.2,800.0,0.0,0.4,3.6
273,Marvelous Inc.,False,41.667,52.042,25.0,0.187,0.207,0.15,-0.533,2.829,1.1,3.333,2.887,5.0,3.333,2.887,5.0,3.867,0.058,3.9,0.667,0.577,1.0,1.667,2.082,1.0,443.333,222.893,402.0,0.0,3.0,,41.67,0.15,1.1,10.372,24.890808735301174,-0.683,-455.33333333333337,2.233,202.99999999999997,-52.042,0.533,-3.333
274,Matt Makes Games Inc.,True,31.11,0.0,31.11,0.19,0.0,0.19,-0.1,0.0,-0.1,4.1,0.0,4.1,4.3,0.0,4.3,4.4,0.0,4.4,14.0,0.0,14.0,45.0,0.0,45.0,7285.0,0.0,7285.0,4.0,4.0,,31.11,0.19,-0.1,-31.11,-100.0,-0.29000000000000004,-152.63157894736844,4.199999999999999,-4199.999999999999,0.0,-0.1,4.1
275,Maximum Entertainment,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,2.008,-1.8,0.0,0.0,0.0,2.0,2.449,1.5,3.2,1.08,3.1,0.0,0.0,0.0,0.5,0.577,0.5,864.5,402.444,820.0,0.0,4.0,,0.0,0.0,-1.8,0.0,,-1.2,,1.8,-100.0,0.0,1.2,0.0
276,Megagon Industries,False,100.0,,100.0,0.03,,0.03,1.4,,1.4,5.0,,5.0,5.0,,5.0,3.6,,3.6,1.0,,1.0,1.0,,1.0,3413.0,,3413.0,0.0,1.0,,100.0,0.03,1.4,,,1.3699999999999999,4566.666666666666,3.6,257.14285714285717,0.0,-1.4,-5.0
277,Merge Games,False,31.58,,31.58,0.07,,0.07,-0.2,,-0.2,4.0,,4.0,4.4,,4.4,4.6,,4.6,6.0,,6.0,19.0,,19.0,8775.0,,8775.0,0.0,1.0,,31.58,0.07,-0.2,,,-0.27,-385.7142857142857,4.2,-2100.0,0.0,0.2,-4.0
278,Metalhead Software Inc.,False,100.0,0.0,100.0,0.03,0.0,0.03,1.7,0.0,1.7,5.0,0.0,5.0,5.0,0.0,5.0,3.3,0.0,3.3,1.0,0.0,1.0,1.0,0.0,1.0,3022.0,0.0,3022.0,0.0,4.0,,100.0,0.03,1.7,-100.0,-100.0,1.67,5566.666666666666,3.3,194.11764705882354,0.0,-1.7,-5.0
279,Microsoft,False,29.073,14.166,20.0,0.122,0.063,0.16,-0.4,0.2,-0.3,4.467,0.829,5.0,4.283,0.538,4.6,4.683,0.349,4.9,3.0,1.673,2.0,10.167,0.983,10.0,8468.333,14911.588,1271.0,0.0,6.0,,23.72,0.16,0.1,-9.553999999999998,-40.27824620573355,-0.56,-350.00000000000006,4.367,4366.999999999999,-0.0030000000000001137,0.7430000000000001,-0.9959999999999996
280,Microsoft,True,19.13,14.163,23.53,0.141,0.126,0.14,0.343,0.19,0.4,3.471,2.377,4.9,4.7,0.342,4.8,4.357,0.207,4.4,5.429,7.345,1.0,19.286,23.641,6.0,3146.571,3978.411,846.0,7.0,7.0,,23.72,0.16,0.1,-9.556999999999999,-40.290893760539625,0.18300000000000002,114.375,3.371,3371.0,-0.0030000000000001137,0.7430000000000001,-0.9959999999999996
281,Microsoft Corporation,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.05,3.748,-2.05,0.0,0.0,0.0,2.5,3.536,2.5,4.55,0.212,4.55,0.0,0.0,0.0,0.5,0.707,0.5,148.0,148.492,148.0,0.0,2.0,,0.0,0.0,-2.05,0.0,,-2.05,,2.05,-100.0,0.0,2.05,0.0
282,Microsoft Game Studios,False,0.0,,0.0,0.0,,0.0,-0.1,,-0.1,0.0,,0.0,4.3,,4.3,4.4,,4.4,0.0,,0.0,12.0,,12.0,1711.0,,1711.0,0.0,1.0,,18.62,0.1,-0.15,,,-0.2,-200.0,0.15,-100.0,20.262,0.333,2.533
283,Microsoft Game Studios,True,20.684,20.262,34.04,0.123,0.118,0.19,0.233,0.539,-0.2,2.533,2.414,4.0,4.478,0.543,4.2,4.244,0.194,4.2,7.333,8.246,2.0,21.778,23.947,4.0,3581.444,3274.557,1033.0,9.0,9.0,,18.62,0.1,-0.15,1.6419999999999995,8.81847475832438,0.133,133.0,2.683,-1788.6666666666667,20.262,0.333,2.533
284,Microsoft Studios,False,19.639,25.17,20.0,0.095,0.19,0.0,-0.46,1.969,0.4,2.319,2.33,3.0,3.64,2.016,4.7,4.1,0.412,4.2,2.247,4.789,1.0,8.041,19.537,3.0,31693.438,237459.49,971.0,0.0,73.0,,21.92,0.01,0.3,3.25,14.82664233576642,-0.47000000000000003,-4700.0,2.019,673.0,-6.578000000000003,0.27,1.4980000000000002
285,Microsoft Studios,True,27.465,18.592,28.26,0.077,0.08,0.04,-0.19,1.209,0.1,3.817,1.769,4.6,4.06,1.282,4.6,4.25,0.355,4.3,9.7,13.301,3.0,37.8,58.445,12.0,25917.0,35492.049,10477.0,30.0,30.0,,21.92,0.01,0.3,-3.328000000000003,-15.182481751824831,-0.2,-2000.0,3.5170000000000003,1172.3333333333335,-6.578000000000003,0.27,1.4980000000000002
286,Midnight City,True,25.0,0.0,25.0,0.02,0.0,0.02,1.1,0.0,1.1,5.0,0.0,5.0,4.8,0.0,4.8,3.7,0.0,3.7,1.0,0.0,1.0,4.0,0.0,4.0,4192.0,0.0,4192.0,4.0,4.0,,25.0,0.02,1.1,-25.0,-100.0,1.08,5400.0,3.9,354.5454545454545,0.0,1.1,5.0
287,Milestone S.r.l.,False,14.813,25.657,0.0,0.12,0.208,0.0,0.033,1.484,0.4,1.333,2.309,0.0,3.2,1.48,3.9,3.167,0.306,3.1,1.333,2.309,0.0,5.333,3.512,5.0,730.667,420.649,810.0,0.0,3.0,,14.81,0.0,0.4,10.847,73.24105334233624,0.033,,0.9329999999999999,233.24999999999994,-25.657,-0.033,-1.333
288,Milkstone Studios,False,0.0,,0.0,0.0,,0.0,-3.2,,-3.2,0.0,,0.0,0.0,,0.0,3.2,,3.2,0.0,,0.0,0.0,,0.0,349.0,,349.0,0.0,1.0,,0.0,0.0,-3.2,,,-3.2,,3.2,-100.0,0.0,3.2,0.0
289,Mischief,False,75.0,,75.0,0.25,,0.25,-0.4,,-0.4,3.3,,3.3,2.8,,2.8,3.2,,3.2,3.0,,3.0,4.0,,4.0,1195.0,,1195.0,0.0,1.0,,75.0,0.25,-0.4,,,-0.65,-260.0,3.6999999999999997,-924.9999999999998,0.0,0.4,-3.3
290,Modus Games,False,0.0,0.0,0.0,0.0,0.0,0.0,-4.3,0.0,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,78.5,26.163,78.5,0.0,2.0,,0.0,0.0,-4.3,0.0,,-4.3,,4.3,-100.0,0.0,4.3,0.0
291,Monomi Park,False,30.36,0.0,30.36,0.09,0.0,0.09,0.2,0.0,0.2,4.8,0.0,4.8,4.8,0.0,4.8,4.6,0.0,4.6,17.0,0.0,17.0,56.0,0.0,56.0,19781.0,0.0,19781.0,0.0,4.0,,30.36,0.09,0.2,-30.36,-100.0,0.11000000000000001,122.22222222222223,4.6,2299.9999999999995,0.0,-0.2,-4.8
292,Monster Couch,False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,45.0,,45.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
293,Mossmouth,False,0.0,,0.0,0.0,,0.0,0.3,,0.3,0.0,,0.0,4.0,,4.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,1763.0,,1763.0,0.0,1.0,,0.0,0.0,0.3,,,0.3,,-0.3,-100.0,0.0,-0.3,0.0
294,Motion Twin,True,12.5,,12.5,0.06,,0.06,-0.1,,-0.1,3.7,,3.7,4.5,,4.5,4.6,,4.6,3.0,,3.0,24.0,,24.0,4845.0,,4845.0,1.0,1.0,,12.5,0.06,-0.1,,,-0.16,-266.6666666666667,3.8000000000000003,-3800.0,0.0,-0.1,3.7
295,Mythwright,True,0.0,,0.0,0.0,,0.0,1.2,,1.2,0.0,,0.0,4.7,,4.7,3.5,,3.5,0.0,,0.0,3.0,,3.0,861.0,,861.0,1.0,1.0,,0.0,0.0,1.2,,,1.2,,-1.2,-100.0,0.0,1.2,0.0
296,NAISU,True,23.86,,23.86,1.64,,1.64,0.5,,0.5,3.5,,3.5,3.5,,3.5,3.0,,3.0,73.0,,73.0,306.0,,306.0,4446.0,,4446.0,1.0,1.0,,23.86,1.64,0.5,,,-1.14,-69.51219512195121,3.0,600.0,0.0,0.5,3.5
297,NAMCO BANDAI Games America,False,0.0,,0.0,0.0,,0.0,0.5,,0.5,0.0,,0.0,5.0,,5.0,4.5,,4.5,0.0,,0.0,1.0,,1.0,671.0,,671.0,0.0,1.0,,0.0,0.0,0.5,,,0.5,,-0.5,-100.0,0.0,-0.5,0.0
298,NAMCO BANDAI Games America Inc.,False,60.0,,60.0,0.46,,0.46,-0.7,,-0.7,2.0,,2.0,3.2,,3.2,3.9,,3.9,3.0,,3.0,5.0,,5.0,647.0,,647.0,0.0,1.0,,60.0,0.46,-0.7,,,-1.16,-252.17391304347822,2.7,-385.7142857142858,0.0,0.7,-2.0
299,NEOWIZ,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,2.97,-1.4,0.0,0.0,0.0,2.1,2.97,2.1,3.5,0.0,3.5,0.0,0.0,0.0,2.0,2.828,2.0,1433.5,1365.423,1433.5,0.0,2.0,,0.0,0.0,-1.4,0.0,,-1.4,,1.4,-100.0,0.0,1.4,0.0
300,"NIS America, Inc.",False,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,173.0,,173.0,0.0,1.0,,0.0,0.0,-3.8,,,-3.8,,3.8,-100.0,0.0,3.8,0.0
301,Nacon,False,3.42,5.924,0.0,1.533,2.656,0.0,-2.1,1.905,-3.2,1.167,2.021,0.0,0.933,1.617,0.0,3.033,0.289,3.2,1.333,2.309,0.0,13.0,22.517,0.0,983.0,840.117,1109.0,0.0,3.0,,3.42,0.0,-3.2,2.5040000000000004,73.21637426900585,-2.1,,4.367,-136.46874999999997,-5.924,2.1,-1.167
302,NeocoreGames,False,16.667,40.825,0.0,0.265,0.649,0.0,1.333,0.273,1.4,0.833,2.041,0.0,5.0,0.0,5.0,3.667,0.273,3.6,0.167,0.408,0.0,1.833,0.408,2.0,1026.167,500.334,1302.0,0.0,6.0,,16.67,0.0,1.4,24.155,144.90101979604077,1.333,,-0.567,-40.5,-40.825,-1.333,-0.833
303,Neon Doctrine,False,25.0,35.355,25.0,0.075,0.106,0.075,-1.45,3.323,-1.45,2.5,3.536,2.5,2.5,3.536,2.5,3.95,0.212,3.95,0.5,0.707,0.5,1.0,1.414,1.0,1130.5,638.517,1130.5,0.0,2.0,,25.0,0.08,-1.45,10.354999999999997,41.41999999999999,-1.53,-1912.5,3.95,-272.4137931034483,-35.355,1.45,-2.5
304,Neowiz,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.45,3.323,-1.45,0.0,0.0,0.0,2.1,2.97,2.1,3.55,0.354,3.55,0.0,0.0,0.0,2.0,2.828,2.0,1034.0,1067.731,1034.0,0.0,2.0,,0.0,0.0,-1.45,0.0,,-1.45,,1.45,-100.0,0.0,1.45,0.0
305,NextNinja,False,0.0,,0.0,0.0,,0.0,-3.1,,-3.1,0.0,,0.0,0.0,,0.0,3.1,,3.1,0.0,,0.0,0.0,,0.0,264.0,,264.0,0.0,1.0,,0.0,0.0,-3.1,,,-3.1,,3.1,-100.0,0.0,3.1,0.0
306,Night School Studio,False,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,5.0,0.0,5.0,4.2,0.0,4.2,0.0,0.0,0.0,2.0,0.0,2.0,5406.0,0.0,5406.0,0.0,4.0,,0.0,0.0,0.8,0.0,,0.8,,-0.8,-100.0,0.0,-0.8,0.0
307,Ninja Theory Ltd,True,32.76,,32.76,0.08,,0.08,-0.2,,-0.2,4.5,,4.5,4.3,,4.3,4.5,,4.5,19.0,,19.0,58.0,,58.0,23978.0,,23978.0,1.0,1.0,,32.76,0.08,-0.2,,,-0.28,-350.00000000000006,4.7,-2350.0,0.0,-0.2,4.5
308,No Goblin,False,0.0,,0.0,0.0,,0.0,2.6,,2.6,0.0,,0.0,5.0,,5.0,2.4,,2.4,0.0,,0.0,1.0,,1.0,2091.0,,2091.0,0.0,1.0,,0.0,0.0,2.6,,,2.6,,-2.6,-100.0,0.0,-2.6,0.0
309,No More Robots,False,8.332,16.665,0.0,0.01,0.02,0.0,-1.225,1.489,-1.15,1.25,2.5,0.0,2.325,1.7,2.65,3.55,0.451,3.55,0.25,0.5,0.0,1.5,1.291,1.5,1413.75,650.426,1302.0,0.0,4.0,,14.13,0.02,-0.05,2.5349999999999984,17.940552016985126,-1.245,-6225.000000000001,1.3,-2600.0,-15.626,1.7750000000000001,3.2
310,No More Robots,True,25.735,1.039,25.735,1.02,1.131,1.02,0.55,0.071,0.55,4.45,0.212,4.45,4.45,0.071,4.45,3.9,0.141,3.9,20.5,9.192,20.5,79.0,32.527,79.0,6537.5,8159.305,6537.5,2.0,2.0,,14.13,0.02,-0.05,-13.091000000000001,-92.64685067232838,0.53,2650.0,4.5,-9000.0,-15.626,1.7750000000000001,3.2
311,Noodlecake,True,11.56,,11.56,2.73,,2.73,0.2,,0.2,4.4,,4.4,4.4,,4.4,4.2,,4.2,40.0,,40.0,346.0,,346.0,1464.0,,1464.0,1.0,1.0,,11.56,2.73,0.2,,,-2.53,-92.67399267399267,4.2,2100.0,0.0,0.2,4.4
312,Nordic Games,False,50.0,,50.0,0.35,,0.35,-1.1,,-1.1,3.0,,3.0,2.5,,2.5,3.6,,3.6,1.0,,1.0,2.0,,2.0,289.0,,289.0,0.0,1.0,,50.0,0.35,-1.1,,,-1.4500000000000002,-414.28571428571433,4.1,-372.72727272727263,0.0,1.1,-3.0
313,Nordic Games GmbH,False,0.0,,0.0,0.0,,0.0,-0.1,,-0.1,0.0,,0.0,3.0,,3.0,3.1,,3.1,0.0,,0.0,1.0,,1.0,599.0,,599.0,0.0,1.0,,0.0,0.0,-0.1,,,-0.1,,0.1,-100.0,0.0,0.1,0.0
314,Numskull Games,False,0.0,,0.0,0.0,,0.0,-2.8,,-2.8,0.0,,0.0,0.0,,0.0,2.8,,2.8,0.0,,0.0,0.0,,0.0,4.0,,4.0,0.0,1.0,,0.0,0.0,-2.8,,,-2.8,,2.8,-100.0,0.0,2.8,0.0
315,Nyamyam,False,0.0,,0.0,0.0,,0.0,-3.5,,-3.5,0.0,,0.0,0.0,,0.0,3.5,,3.5,0.0,,0.0,0.0,,0.0,427.0,,427.0,0.0,1.0,,0.0,0.0,-3.5,,,-3.5,,3.5,-100.0,0.0,3.5,0.0
316,ORiGO GAMES,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.4,0.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,4070.0,0.0,4070.0,0.0,4.0,,0.0,0.0,-3.4,0.0,,-3.4,,3.4,-100.0,0.0,3.4,0.0
